XCoord,YCoord,FID,COUNTY,TOWN,DEC_WELL_N,FOIL_LOC,LATITUDE,LONGITUDE,WELL_DEPTH,ROCK_DEPTH,GW_DEPTH,CASED_DEPT,SCR,YT_AVGDISC,REGNUMBER,DDLAT,DDLONG
571661.66450380,4777175.69515050,13904,SARATOGA,Providence,SA2366,FAYVILLE RD,43 08 38.2,74 07 07.5,200,36,33,39,N,100,NYRD10002,43.143944,-74.118750
581090.49700139,4770975.24127865,13905,SARATOGA,Providence,SA2431,SOUTHLINE RD,43 05 13.8,74 00 13.4,220,80,30,81,N,25,NYRD10129,43.087167,-74.003722
572214.53461213,4778085.47489736,13906,SARATOGA,Providence,SA2523,SOUTH SHORE RD,43 09 07.5,74 06 42.6,264,265, ,263,N,50,NYRD10002,43.152083,-74.111833
574055.74376479,4769525.51084430,13907,SARATOGA,Providence,SA2920,SOUTHLINE RD,43 04 29.4,74 05 25.2,358,311, ,311,N,10,NYRD10119,43.074833,-74.090333
579906.26497427,4772849.40633476,13908,SARATOGA,Providence,SA2982,BILLS RD,43 06 15.0,74 01 04.8,400,194, ,194,N,4,NYRD10119,43.104167,-74.018000
582484.72769960,4770868.53800655,13909,SARATOGA,Providence,SA3057,ANTIOCH RD,43 05 09.8,73 59 11.8,260,162,74,252,N,14,NYRD10002,43.086056,-73.986611
573044.88873963,4770150.15371850,13910,SARATOGA,Providence,SA3172,FISH HOUSE RD,43 04 50.0,74 06 09.6,200,181,50,181,N,7,NYRD10002,43.080556,-74.102667
576892.39463975,4774295.64580565,13911,SARATOGA,Providence,SA3182,GLEN WILD RD,43 07 03.0,74 03 17.4,320,32, ,32,N,5,NYRD10119,43.117500,-74.054833
577238.81727973,4771245.25774850,13912,SARATOGA,Providence,SA3713,FAYVILLE RD,43 05 24.0,74 03 03.6,400, , ,99,N,5,NYRD10119,43.090000,-74.051000
572434.82441591,4776486.63358254,13913,SARATOGA,Providence,SA3802,RHODES ORCHARD RD,43 08 15.6,74 06 33.6,155,130,1,130,N,10,NYRD10119,43.137667,-74.109333
573796.11719407,4769482.59409233,13914,SARATOGA,Providence,SA3900,SOUTH LINE RD,43 04 28.1,74 05 36.7,174,-999,39,163,Y,100,NYRD10002,43.074472,-74.093528
577329.32055021,4771240.11219467,13915,SARATOGA,Providence,SA3948,FAYVILLE RD,43 05 23.8,74 02 59.6,178,154, ,154,N,8,NYRD10119,43.089944,-74.049889
574526.42322284,4771159.57099328,13916,SARATOGA,Providence,SA4004,CENTER LINE RD,43 05 22.2,74 05 03.6,182,-999, ,182,N,10,NYRD10119,43.089500,-74.084333
573774.41099691,4772536.61740219,13917,SARATOGA,Providence,SA4061,N/A,43 06 07.1,74 05 36.2,88,-999, ,88,N, ,NYRD10116,43.101972,-74.093389
574152.32232546,4771877.41365399,13918,SARATOGA,Providence,SA4073,FAYVILLE RD,43 05 45.6,74 05 19.8,147,-999, ,147,N,20,NYRD10119,43.096000,-74.088833
571755.27014215,4774292.10098755,13919,SARATOGA,Providence,SA4090,FISHHOUSE RD,43 07 04.7,74 07 04.7,139,-999, ,139,Y,25,NYRD10119,43.117972,-74.117972
576044.27287620,4769072.25466049,13920,SARATOGA,Providence,SA4223,SOUTH LINE RD,43 04 14.0,74 03 57.5,405,51,18,60,N,3,NYRD10030,43.070556,-74.065972
575094.17227600,4770524.08816621,13921,SARATOGA,Providence,SA4637,POTTER HOLLOW RD,43 05 01.4,74 04 38.8,114,-999,25,109,Y,15,NYRD10002,43.083722,-74.077444
575952.34715718,4770626.13542036,13922,SARATOGA,Providence,SA4660,HINDS RD,43 05 04.4,74 04 00.8,204,200,140,204,N,30,NYRD10002,43.084556,-74.066889
577670.39768361,4771867.18586938,13923,SARATOGA,Providence,SA4734,FOX RD,43 05 44.0,74 02 44.2,318, , ,40,N,3,NYRD10119,43.095556,-74.045611
572536.73944528,4774127.60277524,13924,SARATOGA,Providence,SA4761,TOONEY RD,43 06 59.1,74 06 30.2,183,-999,60,182,N,50,NYRD10002,43.116417,-74.108389
575642.14119049,4770662.79793632,13925,SARATOGA,Providence,SA4769,HINDS RD,43 05 05.7,74 04 14.5,260,-999,80,240,N,20,NYRD10005,43.084917,-74.070694
575599.34080020,4775135.77338846,13926,SARATOGA,Providence,SA4874,DRAGER RD,43 07 30.7,74 04 14.2,400,12,60,39,N,20,NYRD10002,43.125194,-74.070611
573288.80311102,4773969.04743851,13927,SARATOGA,Providence,SA5022,FAYVILLE RD,43 06 53.7,74 05 57.0,480,260,80,293,N,15,NYRD10005,43.114917,-74.099167
575636.55503517,4775244.16640703,13928,SARATOGA,Providence,SA5092,DRAGER RD,43 07 34.2,74 04 12.5,505,9,30,19,N,5,NYRD10030,43.126167,-74.070139
574804.19486099,4771603.78186590,13929,SARATOGA,Providence,SA5127,FAYVILLE RD,43 05 36.5,74 04 51.1,143,-999, ,143,N,10,NYRD10119,43.093472,-74.080861
580876.93714656,4775825.72499523,13930,SARATOGA,Providence,SA5205,WILEYTOWN RD,43 07 51.1,74 00 20.3,218,205, ,208,N,20,NYRD10119,43.130861,-74.005639
574173.09821420,4772254.02387744,13931,SARATOGA,Providence,SA5217,PRAHL RD,43 05 57.8,74 05 18.7,211,-999,55,211,N,8,NYRD10002,43.099389,-74.088528
575876.73875159,4770714.76341596,13932,SARATOGA,Providence,SA5218,HINDS RD,43 05 07.3,74 04 04.1,223,-999, ,223,N,10,NYRD10119,43.085361,-74.067806
575674.03022826,4772477.20883741,13933,SARATOGA,Providence,SA5382,CENTERLINE RD,43 06 04.5,74 04 12.2,558,179, ,179,N,3,NYRD10119,43.101250,-74.070056
573824.55782326,4773542.90879954,13934,SARATOGA,Providence,SA5527,DRAGER RD,43 06 39.7,74 05 33.5,178,-999,100,178,N,50,NYRD10002,43.111028,-74.092639
574489.29599890,4770832.14339096,13935,SARATOGA,Providence,SA5533,CENTERLINE RD,43 05 11.6,74 05 05.4,150,140, ,142.5,Y,10,NYRD10119,43.086556,-74.084833
572455.29157116,4772007.26941263,13936,SARATOGA,Providence,SA5666,FISHHOUSE RD,43 05 50.4,74 06 34.8,260,135,35,135,N,4.5,NYRD10231,43.097333,-74.109667
572858.96513948,4769771.78574712,13937,SARATOGA,Providence,SA5688,TREVET RD,43 04 37.8,74 06 18.0,240,134,35,136,N,5,NYRD10231,43.077167,-74.105000
581100.21359752,4774912.07041595,13938,SARATOGA,Providence,SA5714,LAKE NANCY RD,43 07 21.4,74 00 10.9,505,14,20,20,N,0.5,NYRD10030,43.122611,-74.003028
575654.39130666,4775469.58031432,13939,SARATOGA,Providence,SA5779,DRAGER RD,43 07 41.5,74 04 11.6,505,210,70,219,N,1,NYRD10030,43.128194,-74.069889
573582.90570275,4772895.50785737,13940,SARATOGA,Providence,SA5813,FAYVILLE RD,43 06 18.8,74 05 44.5,218,-999,40,218,N,12,NYRD10030,43.105222,-74.095694
581400.75445197,4776806.89007318,13941,SARATOGA,Providence,SA5821,WILEYTOWN RD,43 08 22.7,73 59 56.6,565,36,25,50,N,1.5,NYRD10030,43.139639,-73.999056
575355.83595146,4770992.82510248,13942,SARATOGA,Providence,SA5947,FAYVILLE RD,43 05 16.5,74 04 27.0,131,-999,68,131,N,60,NYRD10002,43.087917,-74.074167
573852.33225091,4769094.47902452,13943,SARATOGA,Providence,SA6199,FISH HOUSE RD,43 04 15.5,74 05 34.4,245,-999,60,245,N,6,NYRD10002,43.070972,-74.092889
580824.82311897,4774122.07317953,13944,SARATOGA,Providence,SA6289,LAKE NANCY RD,43 06 55.9,74 00 23.5,40,-999,20,40,N,5,NYRD10830,43.115528,-74.006528
581287.88401758,4773766.60805563,13945,SARATOGA,Providence,SA6521,KILMER RD,43 06 44.2,74 00 03.2,460,92,80,147,N,3,NYRD10002,43.112278,-74.000889
573133.41488208,4774970.04314750,13946,SARATOGA,Providence,SA6725,FAYVILLE RD,43 07 26.2,74 06 03.4,265,230,50,230,N,10,NYRD10030,43.123944,-74.100944
575225.89557915,4775597.49934852,13947,SARATOGA,Providence,SA6742,HANS CREEK RD,43 07 45.8,74 04 30.5,185,-999,100,185,Y,80,NYRD10002,43.129389,-74.075139
580768.67891682,4770844.93330956,13948,SARATOGA,Providence,SA6743,SOUTHLINE RD,43 05 09.7,74 00 27.7,102,30,50,38,N,15,NYRD10002,43.086028,-74.007694
575339.65470717,4774913.85322852,13949,SARATOGA,Providence,SA6843,DRAGER RD,43 07 23.6,74 04 25.8,320,47,10,47,N,7,NYRD10253,43.123222,-74.073833
582952.88940427,4770118.33495105,13950,SARATOGA,Providence,SA6885,ANTIOCH RD,43 04 45.3,73 58 51.5,322,33,20,34,N,12,NYRD10002,43.079250,-73.980972
571956.92609642,4772529.54753172,13951,SARATOGA,Providence,SA6956,REBISZ RD,43 06 07.5,74 06 56.6,222,172,95,174,N,7,NYRD10002,43.102083,-74.115722
580007.81250016,4770743.41811691,13952,SARATOGA,Providence,SA7016,SOUTHLINE RD,43 05 06.7,74 01 01.4,200,60,170,60,N,10,NYRD10398,43.085194,-74.017056
610659.18390775,4772507.54074222,13953,SARATOGA,Saratoga,SA1724,OLD SARATOGA KNOLLS LN,43 05 50.0,73 38 24.8,41,-999,30,36,Y,8,NYRD10031,43.097222,-73.640222
614588.58736645,4764719.44525298,13954,SARATOGA,Saratoga,SA1736,RIVER RD,43 01 35.5,73 35 36.8,89,-999,25,89,N,15,NYRD10031,43.026528,-73.593556
604285.32248101,4768343.55714661,13955,SARATOGA,Saratoga,SA1755,REGATTA VIEW DR,43 03 38.3,73 43 09.5,149,147,75,150,N,10,NYRD10002,43.060639,-73.719306
611592.07182628,4772982.49057558,13956,SARATOGA,Saratoga,SA1758,ELIZABETH LN,43 06 04.9,73 37 43.2,220,16, ,18,N,6,NYRD10002,43.101361,-73.628667
607952.96444045,4767474.86535963,13957,SARATOGA,Saratoga,SA1760,BURKE RD,43 03 08.3,73 40 28.0,360, ,37,35,N,12,NYRD10031,43.052306,-73.674444
610713.28792683,4772517.67521390,13958,SARATOGA,Saratoga,SA1765,OLD SARATOGA KNOLLS LN,43 05 50.3,73 38 22.4,31,-999,11,26,Y,10,NYRD10031,43.097306,-73.639556
609736.12493386,4772819.70488460,13959,SARATOGA,Saratoga,SA1803,RT 29,43 06 00.6,73 39 05.4,298,91, ,91,N, ,NYRD10119,43.100167,-73.651500
609849.80263039,4769970.45902249,13960,SARATOGA,Saratoga,SA1821,CO RT 68,43 04 28.2,73 39 02.4,260,93,40,93,N,4,NYRD10031,43.074500,-73.650667
607625.49132556,4765565.93436895,13961,SARATOGA,Saratoga,SA1824,SWEET RD,43 02 06.6,73 40 43.8,120,31,14,31,N,20,NYRD10031,43.035167,-73.678833
604690.56712377,4764779.85869989,13962,SARATOGA,Saratoga,SA1909,HILL RD,43 01 42.6,73 42 54.0,420,6, ,18.5,N,3,NYRD10119,43.028500,-73.715000
605252.79747631,4766195.46595713,13963,SARATOGA,Saratoga,SA1956,CHAPMAN HILL RD,43 02 28.2,73 42 28.2,400,8, ,38.5,N,4,NYRD10119,43.041167,-73.707833
605415.13741599,4766234.99297289,13964,SARATOGA,Saratoga,SA1957,CHAPMAN HILL RD,43 02 29.4,73 42 21.0,420,12, ,38.5,N,1,NYRD10119,43.041500,-73.705833
614512.55999143,4766825.65341466,13965,SARATOGA,Saratoga,SA2110,RT 4,43 02 43.8,73 35 38.6,161,-999,50,161,N, ,NYRD10129,43.045500,-73.594056
604122.83871171,4767128.48765132,13966,SARATOGA,Saratoga,SA2183,RT 9P,43 02 59.0,73 43 17.5,169,169,9,169,N,10,NYRD10031,43.049722,-73.721528
607490.96969021,4767211.48473983,13967,SARATOGA,Saratoga,SA2715,RT 67,43 03 00.0,73 40 48.6,140,102,21,102,N,9,NYRD10031,43.050000,-73.680167
612104.90328212,4767359.66301704,13968,SARATOGA,Saratoga,SA2807,COVEVILLE RD,43 03 02.4,73 37 24.6,320,139,139, ,N,20,NYRD10031,43.050667,-73.623500
610936.58091553,4772413.30596710,13969,SARATOGA,Saratoga,SA2841,OLD SARATOGA KNOLLS,43 05 46.8,73 38 12.6,120,28,18,28,N,6,NYRD10031,43.096333,-73.636833
613942.61545016,4766260.71763610,13970,SARATOGA,Saratoga,SA2883,HANAHAN RD,43 02 25.8,73 36 04.2,300,78,38,80,N,25,NYRD10031,43.040500,-73.601167
613831.97443028,4772624.53378724,13971,SARATOGA,Saratoga,SA2973,BURGOYNE RD,43 05 52.1,73 36 04.4,405,57,30,65,N,3,NYRD10030,43.097806,-73.601222
611699.24728783,4771407.49659792,13972,SARATOGA,Saratoga,SA3005,HAYES RD,43 05 13.8,73 37 39.6,500,125,75,129,N,3,NYRD10031,43.087167,-73.627667
603793.77194988,4763612.23228108,13973,SARATOGA,Saratoga,SA3431,RT 9P,43 01 05.2,73 43 34.4,359,10,14,32.5,N,3,NYRD10027,43.018111,-73.726222
608398.05077114,4770511.91544415,13974,SARATOGA,Saratoga,SA3459,CO RT 68,43 04 46.5,73 40 06.2,160,34, ,34,N,12,NYRD10002,43.079583,-73.668389
611862.21085912,4767670.41663946,13975,SARATOGA,Saratoga,SA3499,N/A,43 03 12.6,73 37 35.1,400,140,41,140,N,6,NYRD10031,43.053500,-73.626417
612726.18492705,4773312.78477198,13976,SARATOGA,Saratoga,SA3563,RT 29,43 06 15.0,73 36 52.8,400,45,5,51,N,3,NYRD10031,43.104167,-73.614667
611918.77705528,4767532.49117787,13977,SARATOGA,Saratoga,SA3571,EAGLES WAY,43 03 08.1,73 37 32.7,480, ,38, ,N,20,NYRD10031,43.052250,-73.625750
611920.52284503,4767702.22734800,13978,SARATOGA,Saratoga,SA3573,N/A,43 03 13.6,73 37 32.5,500,170,30,170,N,3,NYRD10031,43.053778,-73.625694
611954.15247043,4767721.29178041,13979,SARATOGA,Saratoga,SA3574,EAGLES WAY,43 03 14.2,73 37 31.0,340,160,30,160,N,6,NYRD10031,43.053944,-73.625278
612737.08562524,4771831.86215339,13980,SARATOGA,Saratoga,SA3598,DEGARMO RD,43 05 27.0,73 36 53.4,440,103, ,103,N,3,NYRD10119,43.090833,-73.614833
607245.04070609,4769327.37579787,13981,SARATOGA,Saratoga,SA3614,CO RD 67,43 04 08.7,73 40 58.0,505,4,20,20,N,4,NYRD10030,43.069083,-73.682778
609020.96067006,4769179.61569862,13982,SARATOGA,Saratoga,SA3646,SOUTHARD RD,43 04 03.0,73 39 39.6,280,8,10,28,N,4,NYRD10031,43.067500,-73.661000
610519.53601186,4765482.50321068,13983,SARATOGA,Saratoga,SA3648,RT 32,43 02 02.4,73 38 36.0,220,10,18,29,N,15,NYRD10031,43.034000,-73.643333
609384.90551527,4765945.60435625,13984,SARATOGA,Saratoga,SA3701,CO RT 67,43 02 18.0,73 39 25.8,258,24, ,25,N,5,NYRD10119,43.038333,-73.657167
612047.87683489,4767525.34987952,13985,SARATOGA,Saratoga,SA3708,EAGLES WAY,43 03 07.8,73 37 27.0,155,-999,41,150,Y,10,NYRD10031,43.052167,-73.624167
612044.84215198,4767710.43578311,13986,SARATOGA,Saratoga,SA3716,EAGLES WAY,43 03 13.8,73 37 27.0,500,142,40,142,N,3,NYRD10031,43.053833,-73.624167
612032.78619186,4767617.67028932,13987,SARATOGA,Saratoga,SA3718,EAGLES WAY,43 03 10.8,73 37 27.6,150,-999,44,149,N,25,NYRD10031,43.053000,-73.624333
608535.52346678,4773244.82132967,13988,SARATOGA,Saratoga,SA3722,CHELSEA DR,43 06 15.0,73 39 58.2,400,42,32,46,N,6,NYRD10031,43.104167,-73.666167
612030.96558563,4767728.72184012,13989,SARATOGA,Saratoga,SA3727,EAGLES WAY,43 03 14.4,73 37 27.6,154,154,43,149,Y,10,NYRD10031,43.054000,-73.624333
612071.68486430,4767729.38952951,13990,SARATOGA,Saratoga,SA3728,EAGLES WAY,43 03 14.4,73 37 25.8,500,149,37,149,N,5,NYRD10031,43.054000,-73.623833
604617.43600782,4765121.22657328,13991,SARATOGA,Saratoga,SA3815,RT 9P,43 01 53.7,73 42 57.0,84,41,12,41,N,25,NYRD10014,43.031583,-73.715833
608803.83842461,4771730.99585042,13992,SARATOGA,Saratoga,SA3848,BURGOYNE RD,43 05 25.8,73 39 47.4,158,71,14,71,N,2,NYRD10014,43.090500,-73.663167
611925.10909390,4767560.36520894,13993,SARATOGA,Saratoga,SA3878,EAGLES WAY,43 03 09.0,73 37 32.4,520,137, ,137,N,5,NYRD10119,43.052500,-73.625667
615090.69191476,4771463.83975159,13994,SARATOGA,Saratoga,SA3938,SCHUYLER ST,43 05 13.8,73 35 09.6,160,10,19,28,N,8,NYRD10031,43.087167,-73.586000
612112.70780098,4767711.54886803,13995,SARATOGA,Saratoga,SA3990,EAGLES WAY,43 03 13.8,73 37 24.0,410,139,50,139,N,3,NYRD10031,43.053833,-73.623333
613983.58843678,4764209.46797123,13996,SARATOGA,Saratoga,SA4093,RT 4,43 01 19.3,73 36 03.9,183,-999,85,178,Y,40,NYRD10005,43.022028,-73.601083
614480.79877078,4763449.45253658,13997,SARATOGA,Saratoga,SA4149,RIVER RD,43 00 54.4,73 35 42.5,218,62, ,63,N,2,NYRD10119,43.015111,-73.595139
606853.44072651,4763696.35631582,13998,SARATOGA,Saratoga,SA4191,CAHILL RD,43 01 06.4,73 41 19.2,400,10,80,29.5,N,6,NYRD10031,43.018444,-73.688667
611554.91221152,4770136.95337870,13999,SARATOGA,Saratoga,SA4337,HAYES RD,43 04 32.7,73 37 46.9,160,55, ,59,N,10,NYRD10002,43.075750,-73.629694
611557.77835973,4770099.97301045,14000,SARATOGA,Saratoga,SA4338,HAYES RD,43 04 31.5,73 37 46.8,140,38,25,43.5,N,18,NYRD10002,43.075417,-73.629667
606231.32475875,4769780.53183320,14001,SARATOGA,Saratoga,SA4364,CO RT 67,43 04 23.9,73 41 42.5,250,20,33,38,N,6.8000001907,NYRD10031,43.073306,-73.695139
608075.04579235,4772055.74158498,14002,SARATOGA,Saratoga,SA4410,RT 29,43 05 36.7,73 40 19.4,120,57, ,58,N,4,NYRD10119,43.093528,-73.672056
614160.37822703,4770294.18518959,14003,SARATOGA,Saratoga,SA4425,HAAS RD,43 04 36.4,73 35 51.6,81,11,6,20,N,5,NYRD10014,43.076778,-73.597667
614173.71792817,4766246.05945957,14004,SARATOGA,Saratoga,SA4431,HANEHAN RD,43 02 25.2,73 35 54.0,390,135,75,142,N,6,NYRD10031,43.040333,-73.598333
607277.93141168,4771984.53882483,14005,SARATOGA,Saratoga,SA4559,RT 29,43 05 34.8,73 40 54.7,238,20, ,21,N,5,NYRD10119,43.093000,-73.681861
604832.77847861,4770558.06313770,14006,SARATOGA,Saratoga,SA4565,WINDING BROOK RD,43 04 49.8,73 42 43.8,420,72, ,72,N,15,NYRD10119,43.080500,-73.712167
610772.62459790,4764949.71048577,14007,SARATOGA,Saratoga,SA4569,RT 32,43 01 45.0,73 38 25.2,210,23,4,29.5,N,5,NYRD10031,43.029167,-73.640333
610747.26560673,4764838.21965771,14008,SARATOGA,Saratoga,SA4570,RT 32,43 01 41.4,73 38 26.4,375,25, ,31.5,N,5,NYRD10031,43.028167,-73.640667
606128.04620801,4772349.16479695,14009,SARATOGA,Saratoga,SA4578,IRONWOOD DR,43 05 47.2,73 41 45.3,83,82,20,82,N,50,NYRD10002,43.096444,-73.695917
609090.18308098,4771642.99977923,14010,SARATOGA,Saratoga,SA4729,N/A,43 05 22.8,73 39 34.8,160,50, ,54,N,10,NYRD10119,43.089667,-73.659667
606527.19177668,4769954.84435199,14011,SARATOGA,Saratoga,SA4798,CO RD 68,43 04 29.4,73 41 29.3,280,18,1.5,21,N,10,NYRD10002,43.074833,-73.691472
615460.30407622,4774345.93255250,14012,SARATOGA,Saratoga,SA4879,RT 4 NORTH,43 06 47.0,73 34 51.1,320,1,46,30,N,12,NYRD10031,43.113056,-73.580861
610831.21852225,4765524.57445140,14013,SARATOGA,Saratoga,SA4924,DUELL RD,43 02 03.6,73 38 22.2,50,20,5,22,N,4.8000001907,NYRD10077,43.034333,-73.639500
612479.79732901,4763552.03340416,14014,SARATOGA,Saratoga,SA4993,Duell & Wilber Rd,43 00 58.8,73 37 10.8,300,165,62,165,N,50,NYRD10077,43.016333,-73.619667
612735.40148269,4767274.38065269,14015,SARATOGA,Saratoga,SA5004,CO RT 69,43 02 59.3,73 36 56.8,400,100,20,100,N,4,NYRD10031,43.049806,-73.615778
604141.44164876,4766798.62576057,14016,SARATOGA,Saratoga,SA5258,SARATOGA LAKE RD,43 02 48.3,73 43 16.9,320,150, ,150,N,3,NYRD10119,43.046750,-73.721361
609028.36288622,4771407.50882958,14017,SARATOGA,Saratoga,SA5286,N/A,43 05 15.2,73 39 37.7,160,30, ,48.5,N,10,NYRD10119,43.087556,-73.660472
612296.93811985,4766276.68655939,14018,SARATOGA,Saratoga,SA5297,CASEY RD,43 02 27.2,73 37 16.9,360,223, ,223,N,5,NYRD10119,43.040889,-73.621361
609196.38038883,4773202.91311907,14019,SARATOGA,Saratoga,SA5342,LOUDEN RD,43 06 13.3,73 39 29.0,163,163, ,158,Y,20,NYRD10119,43.103694,-73.658056
612718.43692623,4769125.46564142,14020,SARATOGA,Saratoga,SA5361,HATHAWAY RD,43 03 59.3,73 36 56.2,360,150, ,150,N,5,NYRD10119,43.066472,-73.615611
604092.60593380,4764357.28104276,14021,SARATOGA,Saratoga,SA5431,SPRINGWATER DR,43 01 29.2,73 43 20.7,605,10,40,20,N,0.5,NYRD10030,43.024778,-73.722417
608510.74036403,4772528.57569876,14022,SARATOGA,Saratoga,SA5438,OFF RT 29,43 05 51.8,73 39 59.8,360,99,88,100,N,8,NYRD10119,43.097722,-73.666611
607713.18377424,4772059.27697096,14023,SARATOGA,Saratoga,SA5449,WOOLEY RD,43 05 37.0,73 40 35.4,400,25, ,29.5,N,30,NYRD10031,43.093611,-73.676500
610590.19103347,4766292.06288571,14024,SARATOGA,Saratoga,SA5477,GLODGETT ST,43 02 28.6,73 38 32.3,220,10,18,48.5,N,5,NYRD10031,43.041278,-73.642306
610817.80720375,4772068.87449681,14025,SARATOGA,Saratoga,SA5481,MEZERA RD,43 05 35.7,73 38 18.1,380,65,20,65.5,N,5.5,NYRD10002,43.093250,-73.638361
606145.80317809,4770334.59485966,14026,SARATOGA,Saratoga,SA5501,STAFFORDS BRIDGE RD,43 04 41.9,73 41 45.9,300,44,23.209999084,44,N,5,NYRD10002,43.078306,-73.696083
604588.70340424,4766555.53119250,14027,SARATOGA,Saratoga,SA5620,RT 9P,43 02 40.2,73 42 57.3,183,147, ,150,N,15,NYRD10002,43.044500,-73.715917
603879.91324716,4767032.22711815,14028,SARATOGA,Saratoga,SA5986,FRANKLIN BEACH RD,43 02 56.0,73 43 28.3,260,170,10,172,N,3,NYRD10002,43.048889,-73.724528
608967.74623565,4773078.91975084,14029,SARATOGA,Saratoga,SA6130,ASHLEIGH DR,43 06 09.4,73 39 39.2,125,-999, ,120,Y,12,NYRD10119,43.102611,-73.660889
609015.46092524,4773064.25419330,14030,SARATOGA,Saratoga,SA6131,ASHLEIGH DR,43 06 08.9,73 39 37.1,135,-999, ,130,Y,20,NYRD10119,43.102472,-73.660306
609065.83076825,4773024.94680655,14031,SARATOGA,Saratoga,SA6193,ASHLEIGH DR,43 06 07.6,73 39 34.9,134,-999, ,129,Y,20,NYRD10119,43.102111,-73.659694
609257.34744479,4772784.25065876,14032,SARATOGA,Saratoga,SA6236,CORINNE CT,43 05 59.7,73 39 26.6,85,80, ,80,Y,15,NYRD10119,43.099917,-73.657389
611984.69785385,4767376.20586002,14033,SARATOGA,Saratoga,SA6268,COVEVILLE RD,43 03 03.0,73 37 29.9,368,183,74,183,N, ,NYRD10014,43.050833,-73.624972
611551.24286559,4767313.57656752,14034,SARATOGA,Saratoga,SA6477,COWERVILLE RD,43 03 01.2,73 37 49.1,340,53, ,53,N,4,NYRD10119,43.050333,-73.630306
611359.24193419,4766458.82540356,14035,SARATOGA,Saratoga,SA6478,RUSSELL RD,43 02 33.6,73 37 58.2,151,107,39,107,N,5,NYRD10077,43.042667,-73.632833
609308.12618637,4773142.99117301,14036,SARATOGA,Saratoga,SA6587,ASHLEIGH LN,43 06 11.3,73 39 24.1,340,118, ,118,N,10,NYRD10119,43.103139,-73.656694
607967.14967278,4771871.98603476,14037,SARATOGA,Saratoga,SA6656,RT 29,43 05 30.8,73 40 24.3,520,73, ,73,N,6,NYRD10119,43.091889,-73.673417
603824.24385467,4763692.91626190,14038,SARATOGA,Saratoga,SA6749,RT 9P,43 01 07.8,73 43 33.0,109,22,45,22,N,7,NYRD10077,43.018833,-73.725833
609201.55783912,4772314.35005058,14039,SARATOGA,Saratoga,SA6750,RT 29,43 05 44.5,73 39 29.4,400,15, ,18,N,5,NYRD10119,43.095694,-73.658167
603940.92721039,4763910.66944210,14040,SARATOGA,Saratoga,SA6817,RT 9P,43 01 14.8,73 43 27.7,177,10,28,20,N, ,NYRD10014,43.020778,-73.724361
607565.08614395,4770264.24053591,14041,SARATOGA,Saratoga,SA6953,WAGMANS RIDGE RD,43 04 38.9,73 40 43.2,320,21, ,22,N,10,NYRD10119,43.077472,-73.678667
608396.00993021,4770925.34719368,14042,SARATOGA,Saratoga,SA7059,CO RT 68,43 04 59.9,73 40 06.0,242,9, ,20,N,1.5,NYRD10002,43.083306,-73.668333
609258.20037884,4773154.53369682,14043,SARATOGA,Saratoga,SA7130,ASHLEIGH LN,43 06 11.7,73 39 26.3,180,133, ,133,N, ,NYRD10119,43.103250,-73.657306
612272.47024767,4774092.13761316,14044,SARATOGA,Saratoga,SA7132,WALL ST,43 06 40.5,73 37 12.3,290,66,32, ,N,10,NYRD10031,43.111250,-73.620083
608779.50689536,4772122.47480403,14045,SARATOGA,Saratoga,SA7295,BRYANTS BRIDGE RD,43 05 38.5,73 39 48.2,95,-999,14,95,N,4.5,NYRD10488,43.094028,-73.663389
608109.17804835,4770757.26462676,14046,SARATOGA,Saratoga,SA7313,CO RT 68,43 04 54.6,73 40 18.8,220,20, ,20,N,6,NYRD10119,43.081833,-73.671889
614539.07630775,4763620.13651314,14047,SARATOGA,Saratoga,SA7347,RIVER RD,43 00 59.9,73 35 39.8,302,58,15,58.5,N,6,NYRD10002,43.016639,-73.594389
611957.41342058,4773729.02569897,14048,SARATOGA,Saratoga,SA7356,WALL ST,43 06 28.9,73 37 26.5,320,51, ,51,N,6,NYRD10119,43.108028,-73.624028
613327.39636175,4766509.68295053,14049,SARATOGA,Saratoga,SA7445,HANEHAN RD,43 02 34.2,73 36 31.2,280,119,40,119,N,12,NYRD10253,43.042833,-73.608667
603889.79447620,4767424.23173452,14050,SARATOGA,Saratoga,SA7448,POINT BREEZE RD,43 03 08.7,73 43 27.6,705,145,5,158.5,N,0.5,NYRD10181,43.052417,-73.724333
609098.58807859,4767718.30326247,14051,SARATOGA,Saratoga,SA7586,BURKE RD,43 03 15.6,73 39 37.2,110,25,5,25,N,20,NYRD10031,43.054333,-73.660333
608011.34391702,4767503.55757817,14052,SARATOGA,Saratoga,SA7650,BURKE RD,43 03 09.2,73 40 25.4,310,50, , ,N,6,NYRD10031,43.052556,-73.673722
612109.41290805,4766532.79836403,14053,SARATOGA,Saratoga,SA7739,RUSSELL RD,43 02 35.6,73 37 25.0,520,155, ,155,Y, ,NYRD10119,43.043222,-73.623611
609257.61976629,4773049.61471754,14054,SARATOGA,Saratoga,SA7765,CORINNE CT,43 06 08.3,73 39 26.4,240,112, ,112,N,8,NYRD10119,43.102306,-73.657333
611826.94265609,4767336.59566031,14055,SARATOGA,Saratoga,SA8008,ST RT 69,43 03 01.8,73 37 36.9,400,159,38,159,N,3,NYRD10031,43.050500,-73.626917
